kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori
員,54e1,1-16-87,,,30,3.0,10,54.0,3.0,yuan2;yun2;yun4;weon;원;Viên;Vân;イン,employee;member;number;the one in charge,いな;かず
因,56e0,1-16-88,,,31,5.0,6,636.0,2.0,yin1;in;인;Nhân;イン;よ.る;ちな.む,cause;factor;be associated with;depend on;be limited to,て
姻,59fb,1-16-89,,,38,8.0,9,1985.0,1.0,yin1;in;인;Nhân;イン,matrimony;marry,
引,5f15,1-16-90,,,57,2.0,4,218.0,3.0,yin3;in;인;Dẫn;Dấn;イン;ひ.く;ひ.ける,pull;tug;jerk;admit;install;quote;refer to,いな;ひき;ひけ;びき
飲,98f2,1-16-91,,,184,3.0,12,969.0,4.0,yin3;yin4;eum;음;Ấm;Ẩm;Hẩm;Ỡm;イン;オン;の.む;-の.み,drink;smoke;take,
淫,6deb,1-16-92,,,85,8.0,11,,,yin2;eum;음;Dâm;イン;ひた.す;ほしいまま;みだ.ら;みだ.れる;みだり,lewdness;licentiousness,
胤,80e4,1-16-93,,,130;4,9.0,9,,1.0,yin4;yun;윤;Dận;イン;たね,descendent;issue;offspring,つぎ;つぐ;かず
蔭,852d,1-16-94,,,140,9.0,14,2166.0,,yin4;yin1;eum;음;Ấm;イン;オン;かげ,shade;shadow;backing assistance,
院,9662,1-17-01,,,170,3.0,10,150.0,3.0,yuan4;weon;원;Viện;イン,Inst.;institution;temple;mansion;school,
陰,9670,1-17-02,,,170,8.0,11,1393.0,1.0,yin1;eum;음;Âm;イン;かげ;かげ.る,shade;yin;negative;sex organs;secret;shadow,
隠,96a0,1-17-03,,,170,8.0,14,1089.0,1.0,yin3;eun;은;Ẩn;イン;オン;かく.す;かく.し;かく.れる;よ.る,conceal;hide;cover,お;がくし
韻,97fb,1-17-04,,,180,8.0,19,2148.0,1.0,yun4;un;운;Vận;イン,rhyme;elegance;tone,
吋,540b,1-17-05,,,30,,6,,,cun4;chon;du;촌;두;Thốn;Đẩu;トウ;ドウ;スン;インチ,inch,
右,53f3,1-17-06,,,30,1.0,5,602.0,4.0,you4;u;우;Hữu;ウ;ユウ;みぎ,right,あき;すけ
宇,5b87,1-17-07,,,40,6.0,6,883.0,2.0,yu3;u;우;Vũ;ウ,eaves;roof;house;heaven,いえ;たか;ひろ;ひろし
烏,70cf,1-17-08,,,86;4,9.0,10,2042.0,,wu1;wu4;o;오;Ô;ウ;オ;からす;いずくんぞ;なんぞ,crow;raven,
羽,7fbd,1-17-09,,,124,2.0,6,748.0,2.0,yu3;u;우;Vũ;ウ;は;わ;はね,"feathers;counter for birds, rabbits",しゅう;ば
迂,8fc2,1-17-10,,,162,9.0,6,,,yu1;o;u;오;우;Vu;ウ,roundabout way,
雨,96e8,1-17-11,,,173,1.0,8,950.0,4.0,yu3;yu4;u;우;Vũ;Vú;ウ;あめ;あま-;-さめ,rain,
卯,536f,1-17-12,,,26,9.0,5,2400.0,1.0,mao3;myo;묘;Mão;ボウ;モウ;う,sign of the hare or rabbit;fourth sign of Chinese zodiac;5-7AM;east,あきら;しげる;い
鵜,9d5c,1-17-13,,,196,9.0,18,2118.0,,ti2;ti4;je;제;Đề;テイ;ダイ;う,cormorant,
窺,7aba,1-17-14,,,116,9.0,16,,,kui1;gyu;규;Khuy;キ;うかが.う;のぞく,lie in wait;spy on;reconnoiter,
丑,4e11,1-17-15,,,1,9.0,4,2305.0,1.0,chou3;chug;chu;축;추;Sửu;チュウ;うし,sign of the ox or cow;1-3AM;second sign of Chinese zodiac,ひろ
碓,7893,1-17-16,,,112,9.0,13,2364.0,,dui4;dae;대;Đối;カク;タイ;たし.か;かく.たる,pestle,う;うす
臼,81fc,1-17-17,,,134,8.0,6,2048.0,,jiu4;gu;구;Cữu;キュウ;グ;うす;うすづ.く,mortar,
渦,6e26,1-17-18,,,85,8.0,12,1789.0,1.0,wo1;guo1;wa;와;Qua;Oa;カ;うず,whirlpool;eddy;vortex,
嘘,5618,1-17-19,,,30,,14,2235.0,,xu1;shi1;heo;허;Hư;キョ;コ;うそ;ふ.く,lie;falsehood,
唄,5504,1-17-20,,,30,8.0,10,2051.0,1.0,bai4;bei5;pae;패;Bái;バイ;うた;うた.う,song;ballad,
欝,6b1d,1-17-21,,,75,,26,,,yu4;ram;람;Uất;ウツ;ウン;うっ.する;ふさ.ぐ;しげ.る,gloom;depression;melancholy,
蔚,851a,1-17-22,,,140,,14,,,yu4;wei4;ul;wi;울;위;Úy;Uất;ウツ;イ;うち;おとこよもぎ,dense growth,
鰻,9c3b,1-17-23,,,195,,22,,,man2;man;만;Man;マン;バン;うなぎ,eel,
姥,59e5,1-17-24,,,38,9.0,9,,,mu3;lao3;mo;모;Mỗ;Mụ;ボ;モ;うば,old woman,
厩,53a9,1-17-25,,,27,9.0,12,,,jiu4;gu;구;Cứu;キュウ;うまや,barn;stable,まや;まら
浦,6d66,1-17-26,,,85,8.0,10,977.0,1.0,pu3;po;포;Phổ;Phố;ホ;うら,bay;creek;inlet;gulf;beach;seacoast,
瓜,74dc,1-17-27,,,97,9.0,6,2459.0,,gua1;gwa;과;Qua;カ;ケ;うり,melon,う
閏,958f,1-17-28,,,169,9.0,12,,,run4;ryun;륜;Nhuận;ジュン;うるう,intercalation;illegitimate throne,
噂,5642,1-17-29,,,30,9.0,15,2298.0,,zun3;jun;준;Tỗn;Tổn;Ton;Tun;ソン;うわさ,rumor;gossip;hearsay,
云,4e91,1-17-30,,,7,9.0,4,,,yun2;un;운;Vân;ウン;い.う;ここに,say,
運,904b,1-17-31,,,162,3.0,12,255.0,3.0,yun4;un;운;Vận;ウン;はこ.ぶ,carry;luck;destiny;fate;lot;transport;progress;advance,
雲,96f2,1-17-32,,,173,2.0,12,1256.0,2.0,yun2;un;운;Vân;ウン;くも;-ぐも,cloud,き;ずも;のめ
荏,834f,1-17-33,,,140,,9,2096.0,,ren3;im;임;Nhẫm;ジン;ニン,bean;perilla;herb;soft;pliable,え
餌,990c,1-17-34,,,184,8.0,14,2277.0,,er3;i;이;Nhị;ジ;ニ;え;えば;えさ;もち,food;bait;prey;tempting profit,
叡,53e1,1-17-35,,,29,9.0,16,,1.0,rui4;ye;예;Duệ;エイ;あき.らか,intelligence;imperial,
営,55b6,1-17-36,,,30,5.0,12,303.0,2.0,ying2;yeong;영;Dinh;Doanh;エイ;いとな.む;いとな.み,camp;perform;build;conduct (business),
嬰,5b30,1-17-37,,,38,,17,,,ying1;yeong;영;Anh;エイ;ふ.れる;みどりご;あかご,sharp (music);baby,
影,5f71,1-17-38,,,59,8.0,15,464.0,1.0,ying3;yeong;영;Ảnh;エイ;かげ,shadow;silhouette;phantom,
映,6620,1-17-39,,,72,6.0,9,404.0,3.0,ying4;yeong;영;Ánh;エイ;うつ.る;うつ.す;は.える;-ば.え,reflect;reflection;projection,あきら;え;てる
曳,66f3,1-17-40,,,73;2,9.0,6,,,zhuai4;yi4;ye;예;Duệ;エイ;ひ.く,pull;tug;jerk;admit;install;quote;refer to,ひき;びき
栄,6804,1-17-41,,,75,4.0,9,920.0,2.0,rong2;yeong;영;Vinh;エイ;ヨウ;さか.える;は.え;-ば.え;は.える;え,flourish;prosperity;honor;glory;splendor,さかえ;しげ;てる;なが;ひで;よし
永,6c38,1-17-42,,,85;3,5.0,5,846.0,2.0,yong3;yeong;영;Vĩnh;エイ;なが.い,eternity;long;lengthy,え;と;のり;ひさ;ひさし
泳,6cf3,1-17-43,,,85,3.0,8,1223.0,2.0,yong3;yeong;영;Vịnh;エイ;およ.ぐ,swim,
洩,6d29,1-17-44,,,85,,9,,,xie4;seol;ye;설;예;Duệ;Tiết;エイ;セツ;も.らす;の.びる;も.れる,leak;escape,
瑛,745b,1-17-45,,,96,9.0,12,2393.0,1.0,ying1;yeong;영;Anh;エイ,sparkle of jewelry;crystal,よう;あき;あきら;てる;え
盈,76c8,1-17-46,,,108,,9,,,ying2;yeong;영;Doanh;エイ;み.たす;み.ちる,fullness;enough;pride;satisfy,みつ
穎,7a4e,1-17-47,,,115;181,,16,,,ying3;yeong;영;Dĩnh;エイ;ほさき;のぎ,heads of grain;cleverness,
頴,9834,1-17-48,,,113,,16,,,ying3;yeong;영;Dĩnh;Nhánh;Nhảnh;エイ;ほさき;のぎ,heads of grain;cleverness,え;かい
英,82f1,1-17-49,,,140,4.0,8,430.0,3.0,ying1;yeong;영;Anh;エイ;はなぶさ,England;English;hero;outstanding;calyx,あ;あい;え;すぐる;はな;ひ;ひで;よし;ら
衛,885b,1-17-50,,,144;60,5.0,16,400.0,1.0,wei4;wi;위;Vệ;エイ;エ,defense;protection,もり;い;まもる
詠,8a60,1-17-51,,,149,8.0,12,2000.0,1.0,yong3;yeong;영;Vịnh;エイ;よ.む;うた.う,recitation;poem;song;composing,うた;え;ええ
鋭,92ed,1-17-52,,,167,8.0,15,1395.0,2.0,rui4;ye;tae;예;태;Duệ;Nhuệ;エイ;するど.い,pointed;sharpness;edge;weapon;sharp;violent,とし
液,6db2,1-17-53,,,85,5.0,11,1210.0,2.0,ye4;yi4;aeg;액;Dịch;エキ,fluid;liquid;juice;sap;secretion,
疫,75ab,1-17-54,,,104,8.0,9,1661.0,1.0,yi4;yeog;역;Dịch;エキ;ヤク,epidemic,
益,76ca,1-17-55,,,108;12,5.0,10,674.0,1.0,yi4;ig;익;Ích;エキ;ヤク;ま.す,benefit;gain;profit;advantage,まし;ます
駅,99c5,1-17-56,,,187,3.0,14,724.0,4.0,yi4;yeog;역;Dịch;エキ,station,
悦,60a6,1-17-57,,,61,8.0,10,1762.0,1.0,yue4;yeol;열;Duyệt;Dột;エツ;よろこ.ぶ;よろこ.ばす,ecstasy;joy;rapture,や;よし
謁,8b01,1-17-58,,,149,8.0,15,,1.0,ye4;al;알;Yết;エツ,audience;audience (with king),
越,8d8a,1-17-59,,,156,8.0,12,897.0,2.0,yue4;weol;hwal;월;활;Việt;Hoạt;エツ;オツ;こ.す;-こ.す;-ご.し;こ.える;-ご.え,surpass;cross over;move to;exceed;Vietnam,えち;えっ;お;こえ;こし;ごえ;ごし;ごや
閲,95b2,1-17-60,,,169,8.0,15,1855.0,1.0,yue4;yeol;열;Duyệt;Duợt;Dượt;Huịch;Huỵch;エツ;けみ.する,review;inspection;revision,
榎,698e,1-17-61,,,75,9.0,14,1945.0,,jia3;ga;가;Giá;Giả;カ;えのき,lotus tree;nettle tree;hackberry,え;えの
厭,53ad,1-17-62,,,27,,14,,,yan4;yan1;yeom;am;yeob;염;암;엽;Yếm;Áp;Yêm;Ấp;エン;オン;アン;オウ;ユウ;ヨウ;いや;あ.きる;いと.う;おさ.える,get tired of;satiate;bore;dislike;disagreeable;unwelcome,
円,5186,1-17-63,,,13,1.0,4,69.0,4.0,yuan2;weon;원;Viên;エン;まる.い;まる;まど;まど.か;まろ.やか,circle;yen;round,つぶら;のぶ;まどか;みつ
園,5712,1-17-64,,,31,2.0,13,628.0,2.0,yuan2;weon;원;Viên;エン;その,park;garden;yard;farm,おん;ぞの
堰,5830,1-17-65,,,32,9.0,12,1913.0,,yan4;eon;언;Yển;エン;せき;せ.く,dam;prevent;stop up,
奄,5944,1-17-66,,,37,9.0,8,2047.0,,yan3;yan1;eom;엄;Yểm;Yêm;エン;おお.う;たちまち,cover;suffocate;obstruct,あま
宴,5bb4,1-17-67,,,40,8.0,10,1675.0,1.0,yan4;yeon;연;Yến;エン;うたげ,banquet;feast;party,うた;やす
延,5ef6,1-17-68,,,54,6.0,8,747.0,2.0,yan2;yeon;연;Duyên;エン;の.びる;の.べる;の.べ;の.ばす,prolong;stretching,たか;のぶ;のべ
怨,6028,1-17-69,,,61,8.0,9,2137.0,,yuan4;weon;원;Oán;エン;オン;ウン;うら.む;うらみ;うら.めしい,grudge;show resentment;be jealous,
掩,63a9,1-17-70,,,64,,11,,,yan3;eom;엄;Yểm;エン;おお.う,cover;conceal,
援,63f4,1-17-71,,,64,8.0,12,312.0,1.0,yuan2;weon;원;Viên;Viện;エン,abet;help;save,
沿,6cbf,1-17-72,,,85,6.0,8,1121.0,1.0,yan2;yan4;yeon;연;Duyên;エン;そ.う;-ぞ.い,run alongside;follow along;run along;lie along,
演,6f14,1-17-73,,,85,5.0,14,267.0,2.0,yan3;yeon;연;Diễn;エン,performance;act;play;render;stage,
炎,708e,1-17-74,,,86,8.0,8,1242.0,1.0,yan2;yeom;염;Viêm;Đàm;Diễm;エン;ほのお,inflammation;flame;blaze,ぬく
焔,7114,1-17-75,,,86;4,,11,,,yan4;yeom;염;Diễm;エン;ほのお,flame;blaze,
煙,7159,1-17-76,,,86,8.0,13,1290.0,2.0,yan1;yeon;in;연;인;Yên;エン;けむ.る;けむり;けむ.い,smoke,たば
燕,71d5,1-17-77,,,86;140,9.0,16,2147.0,,yan4;yan1;yeon;연;Yến;Yên;エン;つばめ;つばくら;つばくろ,swallow (bird),
猿,733f,1-17-78,,,94,8.0,13,1772.0,1.0,yuan2;weon;원;Viên;エン;さる,monkey,さ;さわ;ざる;まし
縁,7e01,1-17-79,,,120,8.0,15,1291.0,1.0,yuan2;yeon;dan;연;단;Duyên;エン;-ネン;ふち;ふち.どる;ゆかり;よすが;へり;えにし,affinity;relation;connection;edge;border;verge;brink,
艶,8276,1-17-80,,,139,8.0,19,2207.0,1.0,yan4;yeom;염;Diễm;エン;つや;なま.めかしい;あで.やか;つや.めく;なま.めく,glossy;luster;glaze;polish;charm;colorful;captivating,もろ;よし
苑,82d1,1-17-81,,,140,9.0,8,2060.0,1.0,yuan4;weon;원;Uyển;Uất;Uẩn;エン;オン;その;う.つ,garden;farm;park,あや
薗,8597,1-17-82,,,140,10.0,16,,,yuan2;weon;원;Viên;エン;オン;その,garden;yard;farm,ぞの
遠,9060,1-17-83,,,162,2.0,13,887.0,3.0,yuan3;yuan4;weon;원;Viễn;Viển;エン;オン;とお.い,distant;far,お;おに;ど;どお
鉛,925b,1-17-84,,,167,8.0,13,1710.0,1.0,qian1;yan2;yeon;연;Duyên;エン;なまり,lead,
鴛,9d1b,1-17-85,,,196,,16,,,yuan1;weon;원;Uyên;エン;オン;おし;おしどり,male mandarin duck,
塩,5869,1-17-86,,,32,4.0,13,1148.0,2.0,yan2;yeom;염;Diêm;エン;しお,salt,
於,65bc,1-17-87,,,70,9.0,8,2113.0,1.0,yu2;wu1;yu1;eo;o;어;오;Ư;Ô;オ;ヨ;おい.て;お.ける;ああ;より,at;in;on;as for,
汚,6c5a,1-17-88,,,85,8.0,6,908.0,2.0,wu1;o;오;Ô;Ố;Phiếm;オ;けが.す;けが.れる;けが.らわしい;よご.す;よご.れる;きたな.い,dirty;pollute;disgrace;rape;defile,
甥,7525,1-17-89,,,100,9.0,12,,,sheng1;saeng;생;Sanh;セイ;ソウ;ショウ;おい;むこ,nephew,
凹,51f9,1-17-90,,,17,8.0,5,2206.0,1.0,ao1;wa1;yo;요;Ao;オウ;くぼ.む;へこ.む;ぼこ,concave;hollow;sunken,
央,592e,1-17-91,,,37;2,3.0,5,582.0,2.0,yang1;ang;앙;Ương;オウ,center;middle,あきら;え;お;さと;ちか;てる;なか;ひさ;ひろ;や
奥,5965,1-17-92,,,37;4,8.0,12,1018.0,2.0,ao4;o;ug;오;욱;Áo;Úc;オウ;おく;おく.まる;くま,heart;interior,お;おお;おん;つ;のく
往,5f80,1-17-93,,,60,5.0,8,1421.0,1.0,wang3;wang4;wang;왕;Vãng;オウ;い.く;いにしえ;さき.に;ゆ.く,journey;travel;chase away;let go;going;before;formerly,みち
応,5fdc,1-17-94,,,61;53,5.0,7,266.0,2.0,ying1;ying4;eung;응;Ứng;オウ;ヨウ;-ノウ;あた.る;まさに;こた.える,apply;answer;yes;OK;reply;accept,お;たか;まさ
押,62bc,1-18-01,,,64,8.0,8,789.0,2.0,ya1;ya2;ab;gab;압;갑;Áp;オウ;お.す;お.し-;お.っ-;お.さえる;おさ.える,push;stop;check;subdue;attach;seize;weight;shove;press;seal;do in spite of,おし;おす;おや
旺,65fa,1-18-02,,,72,8.0,8,2342.0,1.0,wang4;wang;왕;Vượng;オウ;さかん,flourishing;successful;beautiful;vigorous,
横,6a2a,1-18-03,,,75,3.0,15,480.0,2.0,heng2;heng4;hoeng;횡;Hoành;Hoạnh;Quáng;Vàng;オウ;よこ,sideways;side;horizontal;width;woof;unreasonable;perverse,
欧,6b27,1-18-04,,,76,8.0,8,421.0,2.0,ou1;gu;구;Âu;Ẩu;オウ;うた.う;は.く,Europe,おお;ひろ
殴,6bb4,1-18-05,,,79,8.0,8,1622.0,1.0,ou1;gu;구;Ấu;Ẩu;Khu;オウ;なぐ.る,assault;hit;beat;thrash,
王,738b,1-18-06,,,96,1.0,4,684.0,2.0,wang2;wang4;wang;왕;Vương;Vượng;オウ;-ノウ,king;rule;magnate,おお;おおきみ;わ
翁,7fc1,1-18-07,,,124;12,8.0,10,2064.0,1.0,weng1;ong;옹;Ông;オウ;おきな,venerable old man,お;おな
襖,8956,1-18-08,,,145,9.0,17,,,ao3;o;오;Áo;オウ;ふすま;あお,opaque sliding door,
鴬,9d2c,1-18-09,,,196,,16,,,ying1;aeng;앵;Oanh;オウ;うぐいす,nightingale;bush warbler,
鴎,9d0e,1-18-10,,,196,,15,2187.0,,ou1;gu;구;Âu;オウ;かもめ,seagull,
黄,9ec4,1-18-11,,,201,2.0,11,1240.0,2.0,huang2;hwang;황;Hoàng;コウ;オウ;き;こ-,yellow,うい;れい
岡,5ca1,1-18-12,,,46;13,4.0,8,463.0,,gang1;gang;강;Cương;コウ;おか,mount;hill;knoll,
沖,6c96,1-18-13,,,85,4.0,7,929.0,1.0,chong1;chung;충;Trùng;Xung;チュウ;おき;おきつ;ちゅう.する;わく,open sea;offing;rise high into sky,
荻,837b,1-18-14,,,140,9.0,10,1630.0,,di2;jeog;적;Địch;テキ;おぎ,reed;rush,
億,5104,1-18-15,,,9,4.0,15,716.0,2.0,yi4;eog;억;Ức;オク,hundred million;10**8,お
屋,5c4b,1-18-16,,,44,3.0,9,616.0,3.0,wu1;og;옥;Ốc;オク;や,roof;house;shop;dealer;seller,た
憶,61b6,1-18-17,,,61,8.0,16,1324.0,1.0,yi4;eog;억;Ức;オク,recollection;think;remember,
臆,81c6,1-18-18,,,130,8.0,17,,,yi4;eog;억;Ức;オク;ヨク;むね;おくする,timidity;heart;mind;fear;cowardly,
桶,6876,1-18-19,,,75,9.0,11,2210.0,,tong3;tong;yong;통;용;Dũng;ヨウ;トウ;おけ,tub;bucket,
牡,7261,1-18-20,,,93,9.0,7,2155.0,,mu3;mo;모;Mẫu;ボ;ボウ;おす;お-;おん-,male,
乙,4e59,1-18-21,,,5,8.0,1,1841.0,1.0,yi3;eul;을;Ất;オツ;イツ;おと-;きのと,the latter;duplicate;strange;witty;fishhook radical (no. 5),
俺,4ffa,1-18-22,,,9,8.0,10,1946.0,,an3;eom;am;엄;암;Yêm;エン;おれ;われ,I;myself,
卸,5378,1-18-23,,,26,8.0,9,1520.0,1.0,xie4;sa;사;Tá;シャ;おろ.す;おろし;おろ.し,wholesale,
恩,6069,1-18-24,,,61,6.0,10,1418.0,1.0,en1;eun;은;Ân;オン,grace;kindness;goodness;favor;mercy;blessing;benefit,めぐみ
温,6e29,1-18-25,,,85,3.0,12,838.0,2.0,wen1;on;온;Ôn;Uẩn;Ồn;Ổn;Un;オン;あたた.か;あたた.かい;あたた.まる;あたた.める;ぬく,warm,あつ;あつし;なお;はる;ゆ;ゆたか
穏,7a4f,1-18-26,,,115,8.0,16,1535.0,1.0,wen3;on;온;Ổn;Ủn;オン;おだ.やか,calm;quiet;moderation,
音,97f3,1-18-27,,,180,1.0,9,491.0,3.0,yin1;eum;음;Âm;オン;イン;-ノン;おと;ね,sound;noise,お;と
下,4e0b,1-18-28,,,1,1.0,3,97.0,4.0,xia4;ha;하;Hạ;Há;カ;ゲ;した;しも;もと;さ.げる;さ.がる;くだ.る;くだ.り;くだ.す;-くだ.す;くだ.さる;お.ろす;お.りる,below;down;descend;give;low;inferior,さか;しと
化,5316,1-18-29,,,21;9,3.0,4,89.0,2.0,hua4;hwa;화;Hóa;カ;ケ;ば.ける;ば.かす;ふ.ける;け.する,change;take the form of;influence;enchant;delude;-ization,
仮,4eee,1-18-30,,,9,5.0,6,1039.0,2.0,jia3;jia4;ga;ban;가;반;Phản;カ;ケ;かり;かり-,sham;temporary;interim;assumed (name);informal,
何,4f55,1-18-31,,,9,2.0,7,340.0,4.0,he2;he4;ha;하;Hà;カ;なに;なん;なに-;なん-,what,あが
伽,4f3d,1-18-32,,,9,9.0,7,2323.0,1.0,jia1;qie2;ga;가;Già;カ;ガ;キャ;ギャ;とぎ,nursing;attending;entertainer,
価,4fa1,1-18-33,,,9,5.0,8,250.0,2.0,jia4;jie4;ga;가;Giá;Giới;カ;ケ;あたい,value;price,
佳,4f73,1-18-34,,,9,8.0,8,1643.0,1.0,jia1;ga;gae;가;개;Giai;カ,excellent;beautiful;good;pleasing;skilled,けい;よし
加,52a0,1-18-35,,,19,4.0,5,130.0,2.0,jia1;ga;가;Gia;カ;くわ.える;くわ.わる,add;addition;increase;join;include;Canada,
可,53ef,1-18-36,,,30;1,5.0,5,314.0,2.0,ke3;ke4;ga;geug;가;극;Khả;Khắc;カ;コク;-べ.き;-べ.し,can;passable;approval,よし
嘉,5609,1-18-37,,,30;32,9.0,14,1553.0,1.0,jia1;ga;가;Gia;カ;よみ.する;よい,applaud;praise;esteem;happy;auspicious,ひろ;よし;よしみ;かず;よ
夏,590f,1-18-38,,,35;1,2.0,10,659.0,3.0,xia4;jia3;ha;하;Hạ;Giạ;Giá;カ;ガ;ゲ;なつ,summer,
嫁,5ac1,1-18-39,,,38,8.0,13,1581.0,1.0,jia4;ga;가;Giá;カ;よめ;とつ.ぐ;い.く;ゆ.く,marry into;bride,
家,5bb6,1-18-40,,,40,2.0,10,133.0,3.0,jia1;gu1;ga;가;Gia;Cô;カ;ケ;いえ;や;うち,house;home;family;professional;expert;performer,あり;え;く;つか;べ
寡,5be1,1-18-41,,,40,8.0,14,2035.0,1.0,gua3;gwa;과;Quả;カ,widow;minority;few,
科,79d1,1-18-42,,,115,2.0,9,531.0,2.0,ke1;gwa;과;Khoa;カ,department;course;section,しな
暇,6687,1-18-43,,,72,8.0,13,1386.0,1.0,xia2;xia4;ga;가;Hạ;カ;ひま;いとま,spare time;rest;leisure;time;leave of absence,
果,679c,1-18-44,,,75;2,4.0,8,258.0,2.0,guo3;gwa;과;Quả;カ;は.たす;はた.す;-は.たす;は.てる;-は.てる;は.て,fruit;reward;carry out;achieve;complete;end;finish;succeed,み
架,67b6,1-18-45,,,75,8.0,9,1555.0,1.0,jia4;ga;가;Giá;カ;か.ける;か.かる,erect;frame;mount;support;shelf;construct,
歌,6b4c,1-18-46,,,76,2.0,14,519.0,3.0,ge1;ga;가;Ca;カ;うた;うた.う,song;sing,
河,6cb3,1-18-47,,,85,5.0,8,663.0,2.0,he2;ha;하;Hà;カ;かわ,river,かっ;こ;こう
火,706b,1-18-48,,,86,1.0,4,574.0,4.0,huo3;hwa;화;Hỏa;カ;ひ;-び;ほ-,fire,
珂,73c2,1-18-49,,,96,9.0,9,2227.0,,ke1;ga;가;Kha;カ,jewel,が
禍,798d,1-18-50,,,113,8.0,13,2010.0,1.0,huo4;hwa;화;Họa;カ;わざわい,calamity;misfortune;evil;curse,
禾,79be,1-18-51,,,115,9.0,5,,,he2;hwa;화;Hòa;カ;いね,two-branch tree radical (no. 115),
稼,7a3c,1-18-52,,,115,8.0,15,1264.0,1.0,jia4;ga;가;Giá;カ;かせ.ぐ,earnings;work;earn money,
箇,7b87,1-18-53,,,118,8.0,14,,1.0,ge4;gae;개;Cá;カ;コ,counter for articles,
花,82b1,1-18-54,,,140,1.0,7,578.0,4.0,hua1;hwa;화;Hoa;カ;ケ;はな,flower,わ
苛,82db,1-18-55,,,140,8.0,8,,,ke1;ga;가;Hà;カ;いじ.める;さいな.む;いらだ.つ;からい;こまかい,torment;scold;chastise,
茄,8304,1-18-56,,,140,9.0,8,,1.0,qie2;jia1;ga;가;Gia;カ,eggplant,な;か;なす
荷,8377,1-18-57,,,140,3.0,10,1230.0,2.0,he2;he4;ha;하;Hà;カ;に,baggage;shoulder-pole load;bear (a burden);shoulder (a gun);load;cargo;freight,はす;り
華,83ef,1-18-58,,,140,8.0,10,1085.0,1.0,hua2;hua4;hua1;hwa;화;Hoa;Hóa;カ;ケ;はな,splendor;flower;petal;shine;luster;ostentatious;showy;gay;gorgeous,わ
菓,83d3,1-18-59,,,140,8.0,11,1719.0,2.0,guo3;gwa;과;Quả;カ,candy;cakes;fruit,
蝦,8766,1-18-60,,,142,9.0,15,2501.0,,xia1;ha2;ha;하;Hà;カ;ゲ;えび,shrimp;prawn;lobster,えみ
課,8ab2,1-18-61,,,149,4.0,15,455.0,2.0,ke4;gwa;과;Khóa;カ,chapter;lesson;section;department;division;counter for chapters (of a book),
嘩,5629,1-18-62,,,30,9.0,13,,,hua1;hua2;ye4;hwa;화;Hoa;カ;ケ;かまびす.しい,noisy,
貨,8ca8,1-18-63,,,154,4.0,11,822.0,2.0,huo4;hwa;화;Hóa;カ;たから,freight;goods;property,
迦,8fe6,1-18-64,,,162,9.0,8,2160.0,,jia1;ga;가;Già;Ca;カ;ケ,(used phonetically),
過,904e,1-18-65,,,162,5.0,12,285.0,2.0,guo4;guo1;gwa;과;Quá;Qua;カ;す.ぎる;す.ごす;あやま.ち;あやま.つ;よぎ.る;よ.ぎる,overdo;exceed;go beyond;error,
霞,971e,1-18-66,,,173,9.0,17,1603.0,1.0,xia2;ha;하;Hà;カ;ゲ;かすみ;かす.む,be hazy;grow dim;blurred,
蚊,868a,1-18-67,,,142,8.0,10,2121.0,1.0,wen2;mun;문;Văn;ブン;か,mosquito,
俄,4fc4,1-18-68,,,9,9.0,9,,,e2;e4;a;아;Nga;ガ;にわか,sudden;abrupt;improvised,
峨,5ce8,1-18-69,,,46,9.0,10,2234.0,,e2;a;아;Nga;ガ;けわ.しい,high mountain,
我,6211,1-18-70,,,62;4,6.0,7,829.0,1.0,wo3;a;아;Ngã;ガ;われ;わ;わ.が-;わが-,ego;I;selfish;our;oneself,あ;あが;か
牙,7259,1-18-71,,,92,8.0,5,2067.0,,ya2;a;아;Nha;ガ;ゲ;きば;は,tusk;fang;tusk radical (no. 92),
画,753b,1-18-72,,,102;1,2.0,8,199.0,3.0,hua4;hwa;hoeg;화;획;Hoạch;ガ;カク;エ;カイ;えが.く;かく.する;かぎ.る;はかりごと;はか.る,brush-stroke;picture,
臥,81e5,1-18-73,,,131,9.0,9,,,wo4;wa;와;Ngọa;ガ;ふせ.る;ふ.せる;ふ.す,bend down;bow;lie prostrate,
芽,82bd,1-18-74,,,140,4.0,8,1691.0,1.0,ya2;di2;a;아;Nha;ガ;め,bud;sprout;spear;germ,じ;めぐ
蛾,86fe,1-18-75,,,142,,13,,,e2;yi3;a;아;Nga;Nghĩ;ギ;ガ;ひむし,moth,
賀,8cc0,1-18-76,,,154,4.0,12,1056.0,1.0,he4;ha;하;Hạ;ガ,congratulations;joy,か;のり;よし;より
雅,96c5,1-18-77,,,172;92,8.0,13,1192.0,1.0,ya3;ya1;a;아;Nhã;ガ;みや.び,gracious;elegant;graceful;refined,う;お;か;ただし;のり;まさ;まさし;よし
餓,9913,1-18-78,,,184,8.0,15,1754.0,1.0,e4;a;아;Ngạ;ガ;う.える,starve;hungry;thirst,
駕,99d5,1-18-79,,,187,9.0,15,,,jia4;ga;가;Giá;カ;ガ;かご;が.する;しのぐ;のる,vehicle;palanquin;litter;hitch up an animal,
